Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TC1,Firefox 65.0,,2019-02-18 18:56:59,2019-02-18 18:58:28,1m - 29.722s,PASSED
,,,,,,
Test Cases/TC3_CreateAccount,Firefox 65.0,,2019-02-18 18:56:59,2019-02-18 18:57:26,27.319s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-02-18 18:57:00,2019-02-18 18:57:07,7.221s,PASSED
"navigateToUrl(""http://automationpractice.com/index.php"")",Firefox 65.0,,2019-02-18 18:57:07,2019-02-18 18:57:14,6.777s,PASSED
"click(findTestObject(""Object Repository/CreateAccount/Page_My Store/a_Sign in""))",Firefox 65.0,,2019-02-18 18:57:14,2019-02-18 18:57:16,2.178s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input_Email address_email_crea""), email)",Firefox 65.0,,2019-02-18 18:57:16,2019-02-18 18:57:16,0.173s,PASSED
"click(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/button_Create an account""))",Firefox 65.0,,2019-02-18 18:57:16,2019-02-18 18:57:17,0.318s,PASSED
"click(findTestObject(""CreateAccount/Page_Login - My Store/input_Mr._id_gender""))",Firefox 65.0,,2019-02-18 18:57:17,2019-02-18 18:57:19,1.862s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input__customer_firstname""), firstname)",Firefox 65.0,,2019-02-18 18:57:19,2019-02-18 18:57:19,0.218s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input__customer_lastname""), lastname)",Firefox 65.0,,2019-02-18 18:57:19,2019-02-18 18:57:19,0.118s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input__passwd""), password)",Firefox 65.0,,2019-02-18 18:57:19,2019-02-18 18:57:19,0.178s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/select_-1234567891011121314151""), birthday, true)",Firefox 65.0,,2019-02-18 18:57:19,2019-02-18 18:57:20,1.212s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/select_-JanuaryFebruaryMarchAp""), birthmonth, true)",Firefox 65.0,,2019-02-18 18:57:20,2019-02-18 18:57:21,0.600s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/select_-2019201820172016201520""), birthyear, true)",Firefox 65.0,,2019-02-18 18:57:21,2019-02-18 18:57:23,1.746s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input_Company_company""), company)",Firefox 65.0,,2019-02-18 18:57:23,2019-02-18 18:57:23,0.102s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input__address1""), address1)",Firefox 65.0,,2019-02-18 18:57:23,2019-02-18 18:57:23,0.121s,PASSED
"click(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/p_Address (Line 2)Apartment su""))",Firefox 65.0,,2019-02-18 18:57:23,2019-02-18 18:57:23,0.275s,PASSED
"setText(findTestObject(""CreateAccount/Page_Login - My Store/input_Address (Line 2)_address""), address2)",Firefox 65.0,,2019-02-18 18:57:23,2019-02-18 18:57:23,0.113s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input__city""), city)",Firefox 65.0,,2019-02-18 18:57:23,2019-02-18 18:57:23,0.080s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/select_-AlabamaAlaskaArizonaAr""), state, true)",Firefox 65.0,,2019-02-18 18:57:23,2019-02-18 18:57:25,1.130s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input__postcode""), postcode)",Firefox 65.0,,2019-02-18 18:57:25,2019-02-18 18:57:25,0.080s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input__phone_mobile""), phone)",Firefox 65.0,,2019-02-18 18:57:25,2019-02-18 18:57:25,0.097s,PASSED
"click(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/button_Register""))",Firefox 65.0,,2019-02-18 18:57:25,2019-02-18 18:57:26,1.652s,PASSED
,,,,,,
Test Cases/TC3_CreateAccount,Firefox 65.0,,2019-02-18 18:57:26,2019-02-18 18:57:53,26.184s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-02-18 18:57:26,2019-02-18 18:57:33,6.909s,PASSED
"navigateToUrl(""http://automationpractice.com/index.php"")",Firefox 65.0,,2019-02-18 18:57:33,2019-02-18 18:57:40,6.575s,PASSED
"click(findTestObject(""Object Repository/CreateAccount/Page_My Store/a_Sign in""))",Firefox 65.0,,2019-02-18 18:57:40,2019-02-18 18:57:43,2.723s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input_Email address_email_crea""), email)",Firefox 65.0,,2019-02-18 18:57:43,2019-02-18 18:57:43,0.148s,PASSED
"click(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/button_Create an account""))",Firefox 65.0,,2019-02-18 18:57:43,2019-02-18 18:57:43,0.346s,PASSED
"click(findTestObject(""CreateAccount/Page_Login - My Store/input_Mr._id_gender""))",Firefox 65.0,,2019-02-18 18:57:43,2019-02-18 18:57:45,1.825s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input__customer_firstname""), firstname)",Firefox 65.0,,2019-02-18 18:57:45,2019-02-18 18:57:45,0.203s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input__customer_lastname""), lastname)",Firefox 65.0,,2019-02-18 18:57:45,2019-02-18 18:57:45,0.118s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input__passwd""), password)",Firefox 65.0,,2019-02-18 18:57:45,2019-02-18 18:57:45,0.128s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/select_-1234567891011121314151""), birthday, true)",Firefox 65.0,,2019-02-18 18:57:45,2019-02-18 18:57:46,0.864s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/select_-JanuaryFebruaryMarchAp""), birthmonth, true)",Firefox 65.0,,2019-02-18 18:57:46,2019-02-18 18:57:47,0.620s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/select_-2019201820172016201520""), birthyear, true)",Firefox 65.0,,2019-02-18 18:57:47,2019-02-18 18:57:49,1.725s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input_Company_company""), company)",Firefox 65.0,,2019-02-18 18:57:49,2019-02-18 18:57:49,0.103s,PASSED
"setText(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/input__address1""), address1)",Firefox 65.0,,2019-02-18 18:57:49,2019-02-18 18:57:49,0.103s,PASSED
"click(findTestObject(""Object Repository/CreateAccount/Page_Login - My Store/p_Address (Line 2)Apartment su""))",Firefox 65.0,,2019-02-18 18:57:49,2019-02-18 18:57:49,0.256s,PASSED
"setText(findTestObject(""CreateAccount/Page_Login - My Store/input_Address (Line 2)_address""), address2)",Firefox 65.0,,2019-02-18 18:57:49,2019-02-18 18:57:49,0.077s,PASSED
