Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TC2,Firefox 65.0,,2019-02-20 17:50:24,2019-02-20 17:51:42,1m - 18.395s,ERROR
,,,,,,
Test Cases/TC4_FilterOption,Firefox 65.0,,2019-02-20 17:50:24,2019-02-20 17:50:54,29.928s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-02-20 17:50:25,2019-02-20 17:50:34,9.094s,PASSED
"navigateToUrl(""http://automationpractice.com/index.php?id_category=3&controller=category"")",Firefox 65.0,,2019-02-20 17:50:34,2019-02-20 17:50:43,8.870s,PASSED
delay(3),Firefox 65.0,,2019-02-20 17:50:43,2019-02-20 17:50:46,3.047s,PASSED
"click(findTestObject(""Object Repository/FilterObjects/Page_Women - My Store/input_Categories_layered_categ (1)""))",Firefox 65.0,,2019-02-20 17:50:46,2019-02-20 17:50:47,0.428s,PASSED
"click(findTestObject(""Object Repository/FilterObjects/Page_Women - My Store/input_(7)_layered_id_attribute (1)""))",Firefox 65.0,,2019-02-20 17:50:47,2019-02-20 17:50:47,0.313s,PASSED
delay(5),Firefox 65.0,,2019-02-20 17:50:47,2019-02-20 17:50:52,5.002s,PASSED
,,,,,,
Test Cases/TC3_AddToCart - Copy,Firefox 65.0,,2019-02-20 17:50:54,2019-02-20 17:51:36,41.530s,ERROR
driver = getWebDriver(),Firefox 65.0,,2019-02-20 17:50:55,2019-02-20 17:50:55,0.018s,PASSED
"baseUrl = ""https://www.katalon.com/""",Firefox 65.0,,2019-02-20 17:50:55,2019-02-20 17:50:55,0.006s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Firefox 65.0,,2019-02-20 17:50:55,2019-02-20 17:50:55,0.282s,PASSED
"scrollToPosition(0, 800)",Firefox 65.0,,2019-02-20 17:50:55,2019-02-20 17:50:55,0.058s,PASSED
old_pos = 800,Firefox 65.0,,2019-02-20 17:50:55,2019-02-20 17:50:55,0.002s,PASSED
j = 400,Firefox 65.0,,2019-02-20 17:50:55,2019-02-20 17:50:55,0.002s,PASSED
i = 1,Firefox 65.0,,2019-02-20 17:50:55,2019-02-20 17:50:55,0.007s,PASSED
frame = new javax.swing.JFrame(User Input Frame),Firefox 65.0,,2019-02-20 17:50:55,2019-02-20 17:50:56,0.542s,PASSED
frame.requestFocus(),Firefox 65.0,,2019-02-20 17:50:56,2019-02-20 17:50:56,0.044s,PASSED
"loop = Integer.parseInt(JOptionPane.showInputDialog(frame, ""Enter the loop""))",Firefox 65.0,,2019-02-20 17:50:56,2019-02-20 17:51:01,5.583s,PASSED
delay(6),Firefox 65.0,,2019-02-20 17:51:01,2019-02-20 17:51:07,6.004s,PASSED
for (def index : (1..loop)),Firefox 65.0,,2019-02-20 17:51:07,2019-02-20 17:51:24,17.183s,PASSED
"scrollToPosition(0, 0)",Firefox 65.0,,2019-02-20 17:51:24,2019-02-20 17:51:24,0.012s,PASSED
"click(findTestObject(""AddToCartObjects/CartClick""))",Firefox 65.0,,2019-02-20 17:51:24,2019-02-20 17:51:27,2.346s,PASSED
for (def index1 : (1..6)),Firefox 65.0,,2019-02-20 17:51:27,2019-02-20 17:51:33,6.719s,ERROR
