Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TC2,Firefox 65.0,,2019-02-20 17:54:04,2019-02-20 17:54:58,53.557s,ERROR
,,,,,,
Test Cases/TC4_FilterOption,Firefox 65.0,,2019-02-20 17:54:05,2019-02-20 17:54:36,31.108s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-02-20 17:54:06,2019-02-20 17:54:15,8.647s,PASSED
"navigateToUrl(""http://automationpractice.com/index.php?id_category=3&controller=category"")",Firefox 65.0,,2019-02-20 17:54:15,2019-02-20 17:54:25,10.439s,PASSED
delay(3),Firefox 65.0,,2019-02-20 17:54:25,2019-02-20 17:54:28,3.055s,PASSED
"click(findTestObject(""Object Repository/FilterObjects/Page_Women - My Store/input_Categories_layered_categ (1)""))",Firefox 65.0,,2019-02-20 17:54:28,2019-02-20 17:54:29,0.434s,PASSED
"click(findTestObject(""Object Repository/FilterObjects/Page_Women - My Store/input_(7)_layered_id_attribute (1)""))",Firefox 65.0,,2019-02-20 17:54:29,2019-02-20 17:54:29,0.328s,PASSED
delay(5),Firefox 65.0,,2019-02-20 17:54:29,2019-02-20 17:54:34,5.003s,PASSED
,,,,,,
Test Cases/TC3_AddToCart - Copy,Firefox 65.0,,2019-02-20 17:54:36,2019-02-20 17:54:56,20.201s,ERROR
driver = getWebDriver(),Firefox 65.0,,2019-02-20 17:54:37,2019-02-20 17:54:37,0.017s,PASSED
"baseUrl = ""https://www.katalon.com/""",Firefox 65.0,,2019-02-20 17:54:37,2019-02-20 17:54:37,0.007s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Firefox 65.0,,2019-02-20 17:54:37,2019-02-20 17:54:37,0.348s,PASSED
"scrollToPosition(0, 800)",Firefox 65.0,,2019-02-20 17:54:37,2019-02-20 17:54:37,0.120s,PASSED
old_pos = 800,Firefox 65.0,,2019-02-20 17:54:37,2019-02-20 17:54:37,0.002s,PASSED
j = 400,Firefox 65.0,,2019-02-20 17:54:37,2019-02-20 17:54:37,0.002s,PASSED
i = 1,Firefox 65.0,,2019-02-20 17:54:37,2019-02-20 17:54:37,0.000s,PASSED
frame = new javax.swing.JFrame(User loop),Firefox 65.0,,2019-02-20 17:54:37,2019-02-20 17:54:38,0.357s,PASSED
frame.requestFocus(),Firefox 65.0,,2019-02-20 17:54:38,2019-02-20 17:54:38,0.000s,PASSED
"loop = Integer.parseInt(JOptionPane.showInputDialog(frame, ""Enter the loop""))",Firefox 65.0,,2019-02-20 17:54:38,2019-02-20 17:54:43,5.251s,PASSED
delay(6),Firefox 65.0,,2019-02-20 17:54:43,2019-02-20 17:54:49,6.004s,PASSED
for (def index : (1..loop)),Firefox 65.0,,2019-02-20 17:54:49,2019-02-20 17:54:54,5.141s,ERROR
