Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TC2,Firefox 65.0,,2019-02-20 17:10:23,2019-02-20 17:11:04,40.456s,ERROR
,,,,,,
Test Cases/TC4_FilterOption,Firefox 65.0,,2019-02-20 17:10:24,2019-02-20 17:10:51,27.162s,PASSED
"openBrowser("""")",Firefox 65.0,,2019-02-20 17:10:25,2019-02-20 17:10:34,9.141s,PASSED
"navigateToUrl(""http://automationpractice.com/index.php?id_category=3&controller=category"")",Firefox 65.0,,2019-02-20 17:10:34,2019-02-20 17:10:40,6.020s,PASSED
delay(3),Firefox 65.0,,2019-02-20 17:10:40,2019-02-20 17:10:43,3.080s,PASSED
"click(findTestObject(""Object Repository/FilterObjects/Page_Women - My Store/input_Categories_layered_categ (1)""))",Firefox 65.0,,2019-02-20 17:10:43,2019-02-20 17:10:44,0.411s,PASSED
"click(findTestObject(""Object Repository/FilterObjects/Page_Women - My Store/input_(7)_layered_id_attribute (1)""))",Firefox 65.0,,2019-02-20 17:10:44,2019-02-20 17:10:44,0.325s,PASSED
delay(5),Firefox 65.0,,2019-02-20 17:10:44,2019-02-20 17:10:49,5.003s,PASSED
,,,,,,
Test Cases/TC3_AddToCart - Copy,Firefox 65.0,,2019-02-20 17:10:51,2019-02-20 17:11:02,10.955s,ERROR
driver = getWebDriver(),Firefox 65.0,,2019-02-20 17:10:52,2019-02-20 17:10:52,0.017s,PASSED
"baseUrl = ""https://www.katalon.com/""",Firefox 65.0,,2019-02-20 17:10:52,2019-02-20 17:10:52,0.007s,PASSED
"selenium = new com.thoughtworks.selenium.webdriven.WebDriverBackedSelenium(driver, baseUrl)",Firefox 65.0,,2019-02-20 17:10:52,2019-02-20 17:10:52,0.277s,PASSED
"selenium.click(""link=Women"")",Firefox 65.0,,2019-02-20 17:10:52,2019-02-20 17:10:55,2.625s,PASSED
"scrollToPosition(0, 800)",Firefox 65.0,,2019-02-20 17:10:55,2019-02-20 17:10:55,0.061s,PASSED
old_pos = 800,Firefox 65.0,,2019-02-20 17:10:55,2019-02-20 17:10:55,0.000s,PASSED
j = 400,Firefox 65.0,,2019-02-20 17:10:55,2019-02-20 17:10:55,0.010s,PASSED
i = 1,Firefox 65.0,,2019-02-20 17:10:55,2019-02-20 17:10:55,0.000s,PASSED
for (def index : (1..6)),Firefox 65.0,,2019-02-20 17:10:55,2019-02-20 17:11:00,5.132s,ERROR
